Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LCP, LS, LS-PL;Análise de Dados em Ciências Sociais - Descritiva;L5400TP04;SA2;34;FALSO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Laboratório de Informática;D1.12;27;Horário sala visível portal público, Laboratório de Informática
LCP, LS, LS-PL;Análise de Dados em Ciências Sociais - Descritiva;L5400TP04;SA2;34;FALSO;VERDADEIRO;Ter;11:00:00;12:30:00;29/11/2022;Laboratório de Informática;D1.12;27;Horário sala visível portal público, Laboratório de Informática
MEInt;História e Teoria das Relações Internacionais;03508TP01;MEIA1;33;VERDADEIRO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Investigação Operacional;IOTP02;GC5, GC4;49;VERDADEIRO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;C5.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Investigação Operacional;IOTP02;GC5, GC4;49;VERDADEIRO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;1E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Investigação Operacional;IOTP02;GC5, GC4;49;VERDADEIRO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;C2.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MMF;Modelos da Estrutura Temporal de Taxas de Juro;M7605TP03;MMFB1;10;FALSO;FALSO;Sáb;11:00:00;13:00:00;03/12/2022;Sala/anfiteatro aulas;AA2.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
MMF;Modelos da Estrutura Temporal de Taxas de Juro;M7605TP03;MMFB1;10;FALSO;FALSO;Sex;19:30:00;21:30:00;02/12/2022;Sala/anfiteatro aulas;AA2.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
MMF;Modelos da Estrutura Temporal de Taxas de Juro;M7605TP03;MMFB1;10;FALSO;FALSO;Sáb;09:00:00;11:00:00;03/12/2022;Sala Aulas Mestrado;AA2.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG;Fiscalidade;L0605TP01;FCC1;27;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG;Fiscalidade;L0605TP01;FCC1;27;VERDADEIRO;FALSO;Qua;08:00:00;09:30:00;30/11/2022;Sala de Aulas normal;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI;Fundamentos de Sinais e Sistemas;03752T01;ET-B9, ET-B8, ET-B7, ET-B6, ET-B5, ET-B4, ET-B3, ET-B2, ET-B12, ET-B11, ET-B10, ET-B1;70;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LFC;Controlo de Gestão;L0607TP01;FCC2;34;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;C4.06;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI;Teoria dos Circuitos;L2001T01;ET-B9, ET-B8, ET-B7, ET-B6, ET-B5, ET-B4, ET-B3, ET-B2, ET-B12, ET-B11, ET-B10, ET-B1;72;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira;89;Sala/anfiteatro aulas, Horário sala visível portal público
CIESPP;Linguagens Digitais nos Media;LDMTP01;CI-ESPP-2;32;VERDADEIRO;FALSO;Qua;20:30:00;22:30:00;30/11/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Análise de Dados Multivariada;03734TP02;IGE-B9, IGE-B8, IGE-B7, IGE-B12, IGE-B11, IGE-B10;33;FALSO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Laboratório de Informática;D1.01;35;Horário sala visível portal público, Laboratório de Informática
LIGE, LIGE-PL;Análise de Dados Multivariada;03734TP02;IGE-B9, IGE-B8, IGE-B7, IGE-B12, IGE-B11, IGE-B10;33;FALSO;VERDADEIRO;Sex;08:00:00;09:30:00;02/12/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LIGE, LIGE-PL;Análise de Dados Multivariada;03734TP02;IGE-B9, IGE-B8, IGE-B7, IGE-B12, IGE-B11, IGE-B10;33;FALSO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Laboratório de Informática;D1.09;50;Horário sala visível portal público, Laboratório de Informática
MIG;Concepção de Sistemas de Controlo de Gestão;01926TP01;MIG-A1;45;VERDADEIRO;VERDADEIRO;Qua;18:00:00;19:30:00;30/11/2022;Sala Aulas Mestrado;AA3.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
MIG;Concepção de Sistemas de Controlo de Gestão;01926TP01;MIG-A1;45;VERDADEIRO;VERDADEIRO;Qua;19:30:00;21:00:00;30/11/2022;Sala Aulas Mestrado;AA3.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL16;EI-A8, EI-A7, EI-A6, EI-A5;22;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Laboratório de Informática;D1.02;27;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL16;EI-A8, EI-A7, EI-A6, EI-A5;22;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Laboratório de Informática;D1.02;27;Horário sala visível portal público, Laboratório de Informática
LG;Gestão Integrada das Operações;02031T02;GiC2, GiC1;99;FALSO;VERDADEIRO;Seg;08:00:00;09:30:00;28/11/2022;Sala/anfiteatro aulas;Auditório Afonso de Barros;80;Sala/anfiteatro aulas, Horário sala visível portal público
LHMC;A Europa e o Mundo Entre as Guerras;L5180TP02;HMCC1;37;VERDADEIRO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;2E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCP, LS, LS-PL;Métodos e Técnicas de Investigação: Intensivos;L5118TP05;SB2;26;VERDADEIRO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Sala de Aulas normal;;0;
LCP, LS, LS-PL;Métodos e Técnicas de Investigação: Intensivos;L5118TP05;SB2;26;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;;0;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL11;ET-A4, ET-A3, ET-A2, ET-A1;22;FALSO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL11;ET-A4, ET-A3, ET-A2, ET-A1;22;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP02;MEIA1;34;VERDADEIRO;FALSO;Seg;18:00:00;20:00:00;28/11/2022;Sala Aulas Mestrado;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL03;SC1;25;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;1E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Laboratório de Elaboração de Projectos em Sociologia;00831PL03;SC1;25;FALSO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Sala de Aulas normal;1E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
MEECult, MEGC, GNM;Narrativas Digitais e Entretenimento Transmedia;01986TP01;MGNM-A1;37;VERDADEIRO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
MA;Questões do Conhecimento Antropológico;00754TP01;MAA1, MA-A1;30;VERDADEIRO;FALSO;Seg;18:00:00;20:00:00;28/11/2022;Sala Aulas Mestrado;AA2.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
LA;Leituras Etnográficas;L5080TP01;LAB1;25;FALSO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Sala de Aulas normal;AA2.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
LA;Leituras Etnográficas;L5080TP01;LAB1;25;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;AA3.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Análise de Dados em Gestão de Recursos Humanos I;ADGRHITP02;GRHA2;37;FALSO;VERDADEIRO;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGRH;Análise de Dados em Gestão de Recursos Humanos I;ADGRHITP02;GRHA2;37;FALSO;VERDADEIRO;Seg;16:00:00;17:30:00;28/11/2022;Sala de Aulas normal;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705PL13;EI-A6, EI-A5, EI-A4;18;FALSO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Laboratório de Arquitectura de Computadores II;C7.10;80;Laboratório de Arquitectura de Computadores II, Horário sala visível portal público, Lab ISTA
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708PL13;IGE-C1;23;FALSO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Lab ISTA;;0;
LE, LFC, LG, LGM, LGRH, LGIL;Contabilidade Financeira I;L0638PL15;EA2;26;FALSO;FALSO;Qua;08:00:00;09:30:00;30/11/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
MDET;Contabilidade para Juristas;M8581TP01;MDETDTA1, MDETDEA1;59;VERDADEIRO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;B2.02;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL;Cálculo I;03703TP01;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;37;VERDADEIRO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;C5.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL;Cálculo I;03703TP01;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;37;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC, LG;Contabilidade de Gestão II;L0644TP11;GB4;44;VERDADEIRO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG;Informática de Gestão;L0718TP13;GA2;38;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LFC, LG;Informática de Gestão;L0718TP13;GA2;38;FALSO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LG, LGIL;Microeconomia;L5004T06;GA4, GA5;112;FALSO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;Auditório 1;120;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Laboratório de Ética e Profissão em Serviço Social;00440TP02;SS-PL-B2;23;FALSO;FALSO;Qua;16:30:00;18:00:00;30/11/2022;Sala/anfiteatro aulas;1E04;50;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Programação (1ciclo);03586PL07;CDA2PL, CDA1PL;49;FALSO;FALSO;Ter;19:30:00;21:00:00;29/11/2022;Laboratório de Informática;D1.09;50;Horário sala visível portal público, Laboratório de Informática
LFC, LG;Estatística I;L0119TP08;FCB2;48;VERDADEIRO;FALSO;Sex;08:00:00;09:30:00;02/12/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T04;IGE-C6, IGE-C5, IGE-C4, IGE-C3, IGE-C2, IGE-C1;78;VERDADEIRO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Anfiteatro aulas;;0;
LEI, LEI-PL, LIGE, LIGE-PL;Programação Concorrente e Distribuída;L5096T01;IGE-C6, IGE-C5, IGE-C4, IGE-C3, IGE-C2, IGE-C1;83;VERDADEIRO;FALSO;Seg;13:00:00;14:30:00;28/11/2022;Sala de Aulas normal;Auditório B2.04;192;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE;Economia do Trabalho e dos Recursos Humanos;L5021TP02;EB2;28;VERDADEIRO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Economia do Trabalho e dos Recursos Humanos;L5021TP02;EB2;28;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCD, LCD-PL;Armazenamento para Big Data;03596TP01;CDB1;38;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;BYOD (Bring Your Own Device);C6.07;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Armazenamento para Big Data;03596TP01;CDB1;38;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;BYOD (Bring Your Own Device);C6.07;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Armazenamento para Big Data;03596TP01;CDB1;38;FALSO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;BYOD (Bring Your Own Device);C6.07;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Armazenamento para Big Data;03596TP01;CDB1;38;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;BYOD (Bring Your Own Device);C6.07;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LE;Direito Económico;L0307PL02;EB3, EB2, EB1;52;FALSO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala/anfiteatro aulas;Auditório 1;120;Sala/anfiteatro aulas, Horário sala visível portal público
MAE;Gestão das Organizações Escolares;01668TP01;MAEA1, MAE-Opt;52;VERDADEIRO;VERDADEIRO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA3.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Comunicação Visual II;03829TP02;ARQ-C6, ARQ-C5, ARQ-C4;31;VERDADEIRO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala Aulas Mestrado;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Comunicação Visual II;03829TP02;ARQ-C6, ARQ-C5, ARQ-C4;31;VERDADEIRO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala Aulas Mestrado;2E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGM;Economia;L0215T01;GMKA2, GMKA1;76;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Sala/anfiteatro aulas;Auditório 0NE03 - Mário Murteira;89;Sala/anfiteatro aulas, Horário sala visível portal público
CIIBS;Liderança e Governança Organizacional;L5057TP02;CI-IBS-2;48;FALSO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala/anfiteatro aulas;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Empreendedorismo;EmpTP03;GiC1;51;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;Auditório Silva Leal;60;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Empreendedorismo;EmpTP03;GiC1;51;VERDADEIRO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;Auditório 2;122;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Sistemas de Data Warehouse e Business Intelligence;03744TP03;IGE-PL-D2, IGE-PL-D1;28;VERDADEIRO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Sistemas de Data Warehouse e Business Intelligence;03744TP03;IGE-PL-D2, IGE-PL-D1;28;VERDADEIRO;FALSO;Qua;19:30:00;21:00:00;30/11/2022;Sala de Aulas normal;C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Microeconomia;L5004T01;GA2, GA1, GA3;143;FALSO;VERDADEIRO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;Auditório 2;122;Sala/anfiteatro aulas, Horário sala visível portal público
CIIBS;Contabilidade e Reporte Financeiro (6ects);02670TP01;CI-IBS-2;63;FALSO;VERDADEIRO;Ter;11:00:00;12:30:00;29/11/2022;Sala/anfiteatro aulas;AA3.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
CIIBS;Contabilidade e Reporte Financeiro (6ects);02670TP01;CI-IBS-2;63;FALSO;VERDADEIRO;Sex;12:30:00;14:00:00;02/12/2022;Sala/anfiteatro aulas;2E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIIBS;Contabilidade e Reporte Financeiro (6ects);02670TP01;CI-IBS-2;63;FALSO;VERDADEIRO;Sex;11:00:00;12:30:00;02/12/2022;Sala/anfiteatro aulas;2E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIIBS;Contabilidade e Reporte Financeiro (6ects);02670TP01;CI-IBS-2;63;FALSO;VERDADEIRO;Ter;09:30:00;11:00:00;29/11/2022;Sala/anfiteatro aulas;AA3.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
MEI;Introdução à Aprendizagem Automática;03766TP04;MEI-A2;7;FALSO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Laboratório de Informática;D1.14;27;Horário sala visível portal público, Laboratório de Informática
MEI;Introdução à Aprendizagem Automática;03766TP04;MEI-A2;7;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Laboratório de Informática;D1.14;27;Horário sala visível portal público, Laboratório de Informática
MAG;Aplicações de Business Analytics;03627T01;MBAA1;40;FALSO;FALSO;Qua;13:30:00;17:30:00;30/11/2022;BYOD (Bring Your Own Device);C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
DCCo;Estudos de Internet;01700TP02;DCCo-A1;24;VERDADEIRO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA3.40;30;Sala/anfiteatro aulas, Horário sala visível portal público
DCP, DCCo, MAH, MAE, MAP, MCP, MCTRL, MCCTI, MES, MEA, MEGC, MEInt, GNM, MHMC, MSS, MS;Estágio de 2º Ciclo (Espp);03665S06;MSSB1, MAHB1;11;VERDADEIRO;FALSO;Seg;18:00:00;20:00:00;28/11/2022;Sala Aulas Mestrado;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Gestão Urbana (2020);03840TP01;ARQ-E2, ARQ-E1;20;FALSO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Laboratório de Informática;D1.01;35;Horário sala visível portal público, Laboratório de Informática
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL23;GMKA1;28;FALSO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGM;Marketing Operacional;MOpeTP07;GiB1;36;VERDADEIRO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;AA2.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
LFC, LG;Contabilidade de Gestão II;L0644T03;FCB2, FCB1;95;VERDADEIRO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Anfiteatro aulas;Auditório 2;122;Sala/anfiteatro aulas, Horário sala visível portal público
LEI, LEI-PL, LIGE, LIGE-PL;Programação Concorrente e Distribuída;L5096TP04;EI-C3, EI-C2, EI-C1;64;FALSO;VERDADEIRO;Ter;14:30:00;16:00:00;29/11/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL;Programação Concorrente e Distribuída;L5096TP04;EI-C3, EI-C2, EI-C1;64;FALSO;VERDADEIRO;Ter;16:00:00;17:30:00;29/11/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP02;S-PL-A1;29;FALSO;FALSO;Qua;19:30:00;21:00:00;30/11/2022;Sala de Aulas normal;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Teorias Sociológicas Clássicas;L5411TP02;S-PL-A1;29;FALSO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Gestão Integrada das Operações;02031T01;GC5, GC4, GC3, GC2, GC1;183;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Anfiteatro aulas;Auditório 4;250;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Sistemas de Construção III;SCIIIT01;ARQ-C6, ARQ-C5, ARQ-C4, ARQ-C3, ARQ-C2, ARQ-C1;64;FALSO;FALSO;Qua;08:00:00;09:30:00;30/11/2022;Sala/anfiteatro aulas;Auditório 1;120;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Marketing para as Tecnologias;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;2E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Marketing para as Tecnologias;01769PL05;IGE-C6, IGE-C5, IGE-C4;20;VERDADEIRO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC;Gestão de Activos Financeiros;L6046TP01;FCC1;32;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LFC;Gestão de Activos Financeiros;L6046TP01;FCC1;32;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;1E08;50;Sala/anfiteatro aulas, Horário sala visível portal público
LHMC;As Revoluções Liberais em Portugal;L5173TP02;HMCB1;37;VERDADEIRO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;2E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Psicologia Social e das Organizações;L5051TP01;GRHA1;38;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;C4.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MIA;Arquitectura I;L2205PL01;ARQ-A2, ARQ-A1;23;FALSO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MIA;Arquitectura I;L2205PL01;ARQ-A2, ARQ-A1;23;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MIA;Arquitectura I;L2205PL01;ARQ-A2, ARQ-A1;23;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
